,BU_NAAM,GM_NAAM,BEV_DICHTH,OPP_WATER,AV1_CAFE,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AV1_RESTAU,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,water,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,score
932,Schuttersveld,Brunssum,5445,0,2.5,7.1,7.3,1.4,1.3,12,5,1.1,0.8,1.1,7.4,0.7,0.7,5.7,510,38,34,28,2,24,4,2,1,0,0,1364.151748,0,20.00967021,4095.376584,195.4568051,2724.867836,2666.605377,5000,97.56479259,901.6859868,0,0.153061224,0.56122449,0.132653061,0.06122449,1.125005127,0.122148307,0.013450116,1,0.255609756,0.175609756,0.023414634,0.035121951,7 Goed
933,Bouwberg,Brunssum,177,1,0.1,8.9,9.3,2.3,1.9,-99999999,3.7,0,1.7,1.7,9.4,0,0,0.2,65,32,33,35,2.1,21,1,-99999999,-99999999,-99999999,-99999999,324.7405025,321.1674732,148.9019936,2659.132573,80.40468475,995.3638514,1513.153431,5000,0,331.000844,0,0,0,0,0,0,137.0421693,0.307826848,1,0.614285714,0.057142857,0,0.057142857,9 Uitstekend
934,Buitengebied,Brunssum,261,0,2.8,6.3,8.1,1.5,1.7,-99999999,7.5,1.8,0.6,2.5,8.2,0.9,1.9,0.9,80,51,47,2,1.6,32,0,-99999999,-99999999,-99999999,-99999999,582.330794,0,2.365189566,738.317691,86.81720538,613.2579083,609.1949604,5000,0,445.5113137,0,0,0.008196721,0,0.057377049,0.001403855,0.677605497,0.000520584,1,0.768041237,0.023195876,0.033505155,0.012886598,6 Ruim voldoende
936,Op gen Hoes,Brunssum,4268,0,5.8,8,8.5,1.1,2.1,6,5.2,1,0.6,0.7,8.5,0.7,1.3,3.2,105,27,36,38,2.4,13,1,-99999999,-99999999,-99999999,-99999999,989.5141949,0,269.6910691,1307.093155,338.0449856,1419.415624,788.3583123,5000,1026.440356,751.3518928,0.01,0.885772914,0.037619699,0.000683995,0.060191518,0.190568282,0.063930121,0.431239796,0.99611399,0.189119171,0.304404145,0.025906736,0.016839378,7 Goed
937,Oeloven,Brunssum,2784,0,5.2,8.1,8.5,1.2,2.1,3,5.5,1,0.7,0.4,8.5,1,1.2,2.5,335,23,40,38,2.4,20,2,1,0,0,0,1160.416884,0,157.5072616,1427.234783,193.8885343,1503.574461,397.1856677,5000,872.5254165,1171.018013,0,0.811123986,0.052143685,0.017381228,0.091541136,2.41443062,0.298306332,0.662804633,1,0.416452442,0.084832905,0.030848329,0.038560411,8 Zeer goed
938,De Streek,Brunssum,6308,0,4.7,6.6,8,1.1,1.7,12,6.4,2.8,0.3,2,8,1,3.4,3.9,455,42,31,27,2,19,8,3,0,1,0,1408.375546,0,30.45818868,1917.832258,315.6653443,2025.748675,345.7444466,5000,734.9958449,796.0982157,0,0.44645799,0.014827018,0.308072488,0.187808896,0.008305277,0.771563843,0.17596484,1,0.126120146,0.192167275,0.023232658,0.015267176,5 Voldoende
939,Het Heufken,Brunssum,7169,0,5.4,6.4,7.7,1,1.4,11,7.6,3.7,0.6,1.9,7.7,0.9,3.4,8.4,370,40,31,29,1.9,23,3,1,1,1,0,892.4444978,0,122.3624482,1689.315352,199.020332,1779.616902,623.2308685,5000,542.7495383,380.9848566,0.02,0.510936348,0.020889653,0.103219464,0.223642173,0.137813237,0.080690389,0.137431857,1,0.219380226,0.201180521,0.027053615,0.021151008,6 Ruim voldoende
940,Bexdelle,Brunssum,2894,0,3,6.3,7.9,1.4,1.6,7,7.9,2,0.8,2.4,7.9,0.1,1.2,1.1,175,29,37,34,2.2,22,7,4,0,0,0,186.0324654,0,102.0784459,582.6597411,95.03334362,5000,983.6748814,5000,285.1468617,425.5467109,0,0,0.911016949,0.025423729,0.063559322,0.050863951,1.052703292,0.07880854,1,0.131369427,0.205414013,0.006369427,0.006369427,6 Ruim voldoende
943,Beesel,Beesel,1136,5,0.5,3.2,10.1,9.7,0.5,5,1.4,0.9,0.5,10.2,10.9,0.9,0.8,2.9,905,26,38,36,2.4,8,1,0,0,0,0,440.1950608,0,9.606926632,862.0591029,187.0276091,5000,373.1395348,5000,277.6961955,809.640228,0.02,0.084337349,0.56626506,0.078313253,0.210843373,0.482507641,2.06909376,0.345248576,0.886363636,0.727272727,0.136363636,0.022727273,0.022727273,7 Goed
947,Reuver,Beesel,1442,20,2.3,0.9,11.8,7.4,3.2,6,2.1,2,0.6,10.2,12.3,0.8,0.7,5.3,2775,31,34,35,2.2,12,5,2,0,0,0,534.2403813,0,179.0806158,1360.361113,167.5375863,5000,154.6753811,5000,679.3321408,1233.602175,0,0.342975207,0.123966942,0.111570248,0.330578512,0.519888288,0.078554042,0.25593577,0.98886812,0.87037037,0,0.092592593,0.018518519,7 Goed
948,Offenbeek,Beesel,1923,0,2.2,1.2,12.1,7.3,4.2,7,1,1.8,0.5,10.9,12.4,1.6,1.7,2.1,1930,24,34,42,2.5,11,7,4,0,0,1,310.8403644,0,60.02264243,1878.08981,49.35504322,5000,581.3379174,5000,588.8710059,551.0074851,0,0.01369863,0.98630137,0,0,0.045420467,0.055835429,0.159325119,0.970096783,0.842105263,0.026315789,0.236842105,0.026315789,6 Ruim voldoende
950,Geverik,Beek,638,0,0.2,2.6,10,2.8,1.8,4,2.3,0,1.5,7.6,10.7,0.2,0,1.2,165,20,45,35,2.4,10,2,-99999999,-99999999,-99999999,-99999999,840.5155843,0,137.873786,1759.139065,197.7545451,4882.920299,236.3860031,5000,782.9866678,655.6636423,0,0.235507246,0.314009662,0.11352657,0.265700483,0.333189529,2.262840778,12.06980498,0.95,0.933333333,0,0,0,9 Uitstekend
951,Grootgenhout,Beek,762,0,1,3.3,10.2,2.9,2.7,2,2.2,0,2.1,7.8,10.9,0,1,0,415,21,36,43,2.6,8,1,0,0,0,0,1235.197527,0,186.0436382,2235.487609,190.6488987,4636.959358,557.8994368,5000,775.6815921,506.7652464,0.01,0.443254818,0.254817987,0.051391863,0.085653105,0.147325159,0.118216768,0.340982157,0.793321861,0.886363636,0.022727273,0,0.022727273,8 Zeer goed
952,Kleingenhout,Beek,489,0,0.8,3.3,10.2,2.8,2.3,-99999999,2,0,1.9,7.7,10.8,0,1,0.7,60,13,39,48,2.9,9,1,-99999999,-99999999,-99999999,-99999999,175.2646505,0,69.64786755,554.9083174,69.64786755,5000,997.2076875,5000,555.4541574,181.8578103,0.02,0.293800539,0.442048518,0.013477089,0.185983827,0.161770781,1.468555265,0.027603453,0.732463448,1,0,0,0,8 Zeer goed
953,Kelmond,Beek,185,0,0,3.4,10.8,3.3,2.5,-99999999,2.6,0,2.1,8.3,11.4,0.8,0,0.4,60,22,35,43,2.3,9,2,-99999999,-99999999,-99999999,-99999999,309.242437,0,53.80968319,218.1747065,247.349762,5000,262.5892218,5000,542.0884466,811.5590387,0,0.080882353,0.044117647,0.330882353,0.286764706,0.110726705,0.25439045,0,0.480859459,0.75,0,0,0,7 Goed
955,Beek,Beek,2175,0,7.3,1.7,8.6,1.3,0.8,7,5.3,1.7,0.4,6.2,9.3,0.5,1.7,5.1,4015,36,33,31,2.1,11,5,2,0,0,0,479.7032527,0,95.12529324,1094.624999,110.9509648,5000,523.072431,5000,686.0893046,738.8866023,0.01,0.339130435,0.202898551,0.086956522,0.223188406,2.284101301,7.935665971,12.27175636,0.715989797,0.460784314,0.068627451,0.029411765,0.009803922,7 Goed
956,Neerbeek,Beek,2032,0,2,2.6,7.2,0.9,1.9,4,7.8,0,0.4,4.7,7.9,1.9,0.9,2.1,1020,21,38,42,2.5,9,4,1,0,0,0,379.0714187,0,39.39152575,1005.003991,253.5884075,5000,560.7931697,5000,777.0797256,1192.357148,0,0.033898305,0.038135593,0.733050847,0.150423729,0.180429595,0.228421397,0.103856633,0.945278662,0.888888889,0,0.055555556,0.018518519,7 Goed
957,Spaubeek,Beek,646,0,0.9,1.1,8.1,2.6,3.6,5,3.8,0.7,0.5,5.7,8.8,0,0.7,0.8,1515,25,40,35,2.3,10,2,0,0,0,0,963.8498735,0,0,1470.385939,379.8297784,5000,297.4628236,5000,316.376839,1094.599779,0.02,0,0.397009967,0.38538206,0.217607973,0.043274109,0.534790498,0.074623589,0.853543495,0.566666667,0.333333333,0,0,7 Goed
958,Verspreide huizen Ceres-Lackbar,Bergen (L.),8,16,0.3,7.4,32.7,3.2,2.8,-99999999,0.5,0,2.5,13.1,31.9,0,0,0,40,12,45,43,2.8,15,1,-99999999,-99999999,-99999999,-99999999,1216.578744,0,180.5090754,1796.484325,328.0579768,5000,301.4505175,5000,348.3361858,338.0697226,0,0.399527187,0.113475177,0.134751773,0.245862884,0.00964855,0.00106493,0,0.5,0,0,0,0,7 Goed
959,Papenbeek,Bergen (L.),1737,0,2.4,9.5,25.8,6,6.4,4,1,1,0.6,13.2,24.8,1.8,0.8,2,615,21,34,45,2.5,10,1,0,0,0,0,2416.363662,0,0,3138.147286,316.3015447,3809.45474,429.53101,5000,279.9166666,1263.22163,0,0,0.779475983,0.18558952,0.034934498,0.736320368,1.029103281,0.513765275,1,0.67961165,0.009708738,0.009708738,0,6 Ruim voldoende
960,Well waaronder Elsteren,Bergen (L.),335,19,0,9.8,25.5,7.2,7.7,6,1,0.4,1.2,13.5,24.5,1,0.4,2,210,41,34,25,2,11,1,-99999999,-99999999,-99999999,-99999999,1788.261161,0,9.11509518,3409.134658,250.1841444,3427.706929,333.1756775,5000,836.7120181,1075.314658,0.01,0,0.496688742,0.483443709,0.01986755,0.204958554,0.031522207,0.018740802,0.853358046,0.8,0,0,0,7 Goed
961,Verspreide huizen Knikkerdorp-Wellsmeer,Bergen (L.),18,6,0.1,10.3,26.6,7.3,7.6,-99999999,0.7,0.1,2.2,14.3,25.6,0.1,0,0.4,60,23,38,39,2.5,11,1,-99999999,-99999999,-99999999,-99999999,1149.422713,0,120.9965895,2869.516303,264.1362338,2840.766912,353.3641835,5000,313.6564439,439.5379832,0,0.067264574,0.103139013,0.721973094,0.107623318,0.026698317,0.038219353,0,0.5,0,0,0,0,7 Goed
962,Bergen,Bergen (L.),201,14,0,3.4,32.1,1.6,1.8,1,2,0.1,1.3,11.2,31.1,0,1,0,145,21,37,41,2.5,9,1,-99999999,-99999999,-99999999,-99999999,1366.024558,0,80.23389869,3580.96585,209.8441968,3470.130728,751.4430678,5000,214.0318395,586.4512327,0.02,0.028169014,0.718309859,0,0.169014085,0.298594367,0.062839727,0.013234602,0.772874624,0.730769231,0.038461538,0,0,7 Goed
963,Aijen,Bergen (L.),72,18,1.7,5.1,30.5,2.9,3.2,1,0.1,0,2.2,12.9,29.5,0,0,0.1,105,22,43,35,2.5,8,0,-99999999,-99999999,-99999999,-99999999,2805.067089,105.2886036,23.16202185,249.8967375,0,2849.421197,1685.181392,5000,120.7795178,970.5050195,0.03,1,0,0,0,0.069328061,0.091728694,0.02417913,0.873237896,1,0,0,0,8 Zeer goed
964,"Rijksweg, Bergsche Heide en Op de Paal",Bergen (L.),179,0,0,5.8,30.4,1.3,1.6,2,1,0.2,0.8,13.2,29.4,0.7,0.7,0.6,135,18,40,41,2.5,12,1,-99999999,-99999999,-99999999,-99999999,1612.223005,0,27.93995945,2704.009266,161.7761155,2804.944053,481.8197717,5000,360.001372,818.5514372,0,0.455445545,0.435643564,0.094059406,0.00990099,0.158234513,0.166155347,0,0.5,0,0,0,0,8 Zeer goed
965,Nieuw-Bergen,Bergen (L.),1725,0,0.7,5.1,31.5,0.7,0.6,7,1,2.6,0.4,12.3,30.5,1.5,1.6,2.9,1855,29,37,35,2.3,16,4,1,0,0,0,1873.374655,0,212.5157105,2249.093428,202.8932412,2621.485987,329.0188891,5000,638.4127234,1157.446429,0,0.844155844,0.024118738,0.064935065,0.014842301,1.955597978,0.455394951,2.187282663,1,0.669642857,0.053571429,0,0.008928571,6 Ruim voldoende
966,Afferden,Bergen (L.),1264,8,1,6.7,28.4,5.1,5.2,5,1,0.9,0.5,8,28,1,1,2,705,30,33,37,2.3,11,1,0,0,0,0,2604.952907,0,72.55606308,2423.022683,255.4820107,3637.072815,733.1313712,5000,325.3090644,1810.955497,0.02,0,0.761609907,0.117647059,0.120743034,0.319177574,0.517664335,0.277066022,0.953911316,0.64516129,0.064516129,0,0,6 Ruim voldoende
967,Heukelom-Gening-Berkenkamp,Bergen (L.),45,20,0.3,6.4,29.6,3.6,3.7,-99999999,1.1,0.2,1.6,8.8,29.2,0.2,0.3,1.3,70,20,38,42,2.5,3,0,-99999999,-99999999,-99999999,-99999999,1886.469206,0,56.7330674,1520.954412,60.85803291,2225.54313,440.4373569,5000,206.1645203,1727.303426,0,0.380090498,0.027149321,0.583710407,0,0.311771897,0.033332272,1.266901523,1,1,0,0,0,7 Goed
968,Rimpeld-Bleijenbeek,Bergen (L.),42,6,0,7.7,29.8,5.1,5.1,-99999999,0.9,0,1.8,9.2,29.4,0,0.2,1,35,24,38,38,2.6,5,0,-99999999,-99999999,-99999999,-99999999,2275.368048,0,118.7243005,1720.102902,251.7183028,2625.971141,209.6690861,5000,225.3830814,1609.523163,0,0.426282051,0.163461538,0.330128205,0.080128205,0.409357193,0.198547816,0.047715654,0.5,0,0,0,0,8 Zeer goed
969,Verspreide huizen ten noorden van Afferden,Bergen (L.),18,13,0.2,7.7,28.2,6.2,6.1,-99999999,0.8,0.2,1.8,8.8,27.8,0.4,0.1,0.4,70,17,35,48,2.7,7,2,-99999999,-99999999,-99999999,-99999999,3020.420294,0,31.86426397,1518.180335,158.4239406,3517.570644,155.7365188,5000,302.6585682,1182.584163,0,0.045045045,0.903903904,0.018018018,0.006006006,0.363322119,0.765761878,0.5,0.5,0,0,0,0,6 Ruim voldoende
970,Siebengewald,Bergen (L.),744,3,0.9,11.5,31.6,7.4,6.9,7,0,0.8,0.5,14.9,31.2,0.9,0.9,0.7,655,27,33,40,2.4,19,1,0,0,0,0,3828.737629,0,182.76755,1611.379183,197.6467544,4319.170941,220.8522243,5000,232.4374784,801.5534078,0,0.101449275,0.550724638,0.152173913,0.086956522,0.241527847,0.087219446,0.031844829,1,0.720930233,0,0,0.023255814,6 Ruim voldoende
971,Groote Horst-Kleine Horst,Bergen (L.),53,3,2,10.2,31.9,6.1,5.6,6,0,0,1.6,13.5,31.5,0.1,0.1,0.5,125,25,31,44,2.6,15,1,-99999999,-99999999,-99999999,-99999999,621.1214551,0,51.80560242,1274.221965,317.0504599,1324.627953,788.5644906,5000,869.5726849,277.2946884,0,0.430570741,0.125738028,0.018150011,0.039798819,0.274555424,0.127343985,0.085615491,1,1,0,0.333333333,0,6 Ruim voldoende
972,Verspreide huizen Vrij-Op de Belt,Bergen (L.),29,0,0.1,11.9,28.7,8,7.8,-99999999,0,0,3.3,12.1,28.3,0.1,0.1,0.1,70,14,46,39,2.7,13,0,-99999999,-99999999,-99999999,-99999999,181.5717015,0,49.25599642,689.7421163,522.4414736,685.8684133,758.6824285,5000,1492.684955,159.29899,0,0.706896552,0.002873563,0.025862069,0,0.118847984,0.115121214,0,1,1,0,0,0,7 Goed
973,Leenhof,Landgraaf,1061,2,3.1,0.9,2.7,3.3,1.4,4,11.1,2.7,0.7,5,2.5,0.1,1.4,5,335,32,36,33,2.1,19,2,0,0,0,0,331.3895865,0,198.1793282,604.2918172,279.3765584,672.5630409,552.200263,5000,1448.430477,791.9336714,0.48,0.470812183,0.008883249,0,0.366751269,0.261603843,0.113113521,0.191853794,1,0.444444444,0.044444444,0.066666667,0.007407407,9 Uitstekend
974,Schaesberg Centrum,Landgraaf,2755,0,3.6,0.9,3.4,3.4,0.7,8,8.6,4,0.3,5,3.1,0,2.2,3.9,1490,42,33,26,1.9,19,4,0,0,0,0,1351.301509,0,264.6338146,1741.318902,389.5199541,1681.374556,386.0824437,5000,325.5613511,1459.685014,0,0.742647059,0.007352941,0.328431373,0.068627451,0.058960371,0.060863509,0.016503874,1,0.229032258,0.05483871,0.261290323,0.006451613,7 Goed
975,Achter den Winkel,Landgraaf,3280,0,2.6,1.4,3.5,3.8,0.6,6,8.8,3.5,0.7,4.7,3,0,1.5,0.8,470,33,46,21,2,20,3,0,0,0,1,1171.427447,0,0,334.2490389,316.8386298,1812.600669,689.872179,5000,1218.12056,1227.637454,0,0.246511628,0.041860465,0.437209302,0.246511628,0.047275301,0.183290914,0.018275271,1,0.813471503,0.051813472,0.020725389,0.005181347,8 Zeer goed
976,Mijnbuurt,Landgraaf,5541,0,0.1,2.1,4.1,4.6,1.1,6,7.1,0.2,0.5,4.9,3.5,0.9,1.3,0,835,20,36,44,2.4,18,4,0,0,0,0,1344.331091,0,0.813231031,0.813231031,259.7471486,1413.001898,359.8169546,5000,966.1079179,1562.652861,0.01,0.114285714,0.26,0.611428571,0.014285714,0.695422587,0.621719341,0.581404102,1.109225551,0.505376344,0.072580645,0.067204301,0.008064516,7 Goed
977,De Dormig,Landgraaf,1763,0,2.2,1.1,3.9,2.3,1.3,8,7.3,0.8,0.6,6,3.7,0.1,2.2,5.4,350,34,38,28,2.1,21,3,0,0,1,0,1465.283507,0,110.0909308,979.1440218,267.2907699,2222.202299,1194.180031,5000,1073.11697,1012.628312,0,0.087431694,0.344262295,0.016393443,0.524590164,0.146513308,0.125174114,0.036164436,1,0.790190736,0.013623978,0.089918256,0,7 Goed
978,De Streep,Landgraaf,2725,0,3.4,0.7,3.2,2.7,1.5,8,8.8,2.9,0.5,5.7,2.9,0,2.2,7.6,500,47,31,23,1.9,19,4,0,0,0,1,1890.748376,0,123.3390144,659.5239081,62.40769534,1417.563974,1015.408381,5000,700.2157727,1816.076756,0.01,0.075657895,0.582236842,0.006578947,0.25,0.242603415,0.036045169,0.095581427,1,0.471590909,0.102272727,0.028409091,0.011363636,7 Goed
979,Klinkerkwartier,Landgraaf,4802,0,2.8,0.4,4,3,1.5,5,7.7,2.7,0.7,5.7,3.7,0,1.4,4,410,21,38,41,2.4,15,2,0,0,0,0,1092.007873,330.4023255,0,1389.973452,43.27123272,642.617552,729.6932207,5000,169.6096599,357.1513952,0,1,0,0,0,0.044421541,0.010657714,0.336277199,0.987716041,0.603603604,0.06006006,0.09009009,0,7 Goed
980,Achter de Haesen,Landgraaf,4026,0,4.5,0.4,3.7,3.2,1.1,12,7.9,4,0.3,5.5,3.4,0,1.9,6.1,285,49,23,28,1.9,18,7,1,0,0,1,1735.902845,0,54.6683436,769.9295372,138.5517017,526.37145,215.8112156,5000,656.547228,1316.451915,0,0.036437247,0.728744939,0.012145749,0,0.260290641,0.069156229,0.228841913,1,0.418118467,0.12195122,0.076655052,0.003484321,6 Ruim voldoende
981,Merkelbeek-Douvergenhout,Onderbanken,468,0,0.2,5.4,8.5,3.2,0.8,6,4.5,0,1.6,4,8.1,0,0.7,0.9,685,24,37,39,2.3,12,2,1,0,0,0,2226.385229,74.06334843,91.14021851,831.8661969,0,750.8217669,1024.979285,5000,501.0892996,2149.451772,0,0.05,0.95,0,0,0.160548781,0.18946337,0.048329564,0.920420027,0.34375,0.15625,0,0,8 Zeer goed
982,Kakert,Landgraaf,1295,0,2.8,1.6,3.6,2.7,2.2,14,6.7,0,1.1,6.2,3.4,0,0.4,2.8,790,30,35,34,2.2,18,5,1,0,0,0,2911.376152,3.768989367,11.16259361,1559.092596,0,661.4380359,1529.316878,5000,61.3208692,1449.325268,0,0.672413793,0.172413793,0.034482759,0.103448276,0.281868634,0.335387208,0,1,0.573426573,0.118881119,0.090909091,0.006993007,6 Ruim voldoende
983,Lichtenberg,Landgraaf,4196,0,4.1,1.3,3.9,1.9,1.3,13,8,2,0.4,6.3,3.6,0.2,2.6,8.6,845,42,31,27,1.9,23,5,0,0,0,1,575.773809,0,128.589294,971.2880984,95.66177229,1400.139945,713.9485045,5000,286.5492326,880.6042877,0,0.007866273,0.49754179,0.039331367,0.251720747,0.331218317,2.753672656,5.783122509,0.991328288,0.60199005,0.064676617,0.094527363,0.004975124,6 Ruim voldoende
984,Schinveld,Onderbanken,1678,0,6.5,9.3,10.5,3.1,0.6,9,2.5,1,0.5,2.7,10.5,0.8,0.7,3.1,2055,29,33,37,2.3,20,2,1,0,0,0,748.5819313,0,8.75159021,616.0483889,102.482189,1487.418885,467.7157611,5000,567.1724744,1245.569256,0.01,0.689655172,0.113793103,0.068965517,0.113793103,0.158629467,0.129617171,0.038356109,0.981703713,0.375,0.098684211,0.019736842,0,6 Ruim voldoende
985,Jabeek,Onderbanken,186,0,1,7.6,8.9,5,3.7,5,0.4,0,0.4,5.5,8.4,0,1,0,315,27,38,35,2.3,19,2,0,0,0,0,204.0054749,0,106.5267469,1535.783001,140.5743744,1521.42432,1223.868057,5000,590.7548548,472.3194956,0.05,0.636138614,0.163366337,0.118811881,0.076732673,0.051696204,0.071713486,0.02360995,1.14201327,0.652173913,0,0,0,8 Zeer goed
986,Bingelrade,Onderbanken,232,0,0.8,6.5,8.5,3.7,2.7,8,1.9,0,1.3,4.3,8,0,0.9,0,370,28,36,35,2.3,14,2,1,0,0,0,99.38234049,267.6616944,144.9333603,561.7331495,195.9093171,706.8739417,289.929777,5000,245.9527926,124.533596,0,0,0.090909091,0,0.909090909,0.565386745,0.089052621,0.110382767,0.921649357,0.935483871,0,0.032258065,0.032258065,8 Zeer goed
987,Lauradorp,Landgraaf,5010,0,7,2.5,6.2,0.9,0.9,6,7.4,1.9,0.4,6.4,5.9,0.1,1.7,2.8,1470,32,34,34,2.2,21,3,0,1,0,0,930.931338,0,146.8135097,291.9475189,248.154566,3271.720941,439.5159011,5000,573.6325239,932.2132819,0.01,0.313609467,0.26035503,0.163708087,0.088757396,0.224743031,0.235321227,0.170414069,1,0.622807018,0.035087719,0.087719298,0,6 Ruim voldoende
988,Waubach,Landgraaf,1272,0,6.4,2.5,6.9,1.6,0.5,10,6,1.9,0.3,6.5,6.7,0,1.4,2.3,1440,42,35,23,1.9,24,3,0,0,0,0,306.5937156,0,161.2651901,850.2179564,351.2082449,2945.813987,501.6030063,5000,824.6847598,308.5424075,0.02,0.132075472,0.107816712,0.760107817,0,0.087656341,0.268186,0.056748634,0.992480981,0.302816901,0.098591549,0.066901408,0.01056338,6 Ruim voldoende
989,Groenstraat,Landgraaf,461,0,5,1.9,6.8,1.7,1,6,6.4,1.1,0.4,5.9,6.5,0,0.6,1.7,430,28,37,35,2.2,19,1,0,0,1,0,244.7016152,0,265.4237257,1043.213337,396.3489567,1941.298027,980.5444585,5000,869.4938688,872.100163,0.05,0.534574468,0.054521277,0.190159574,0.11037234,0.244621396,0.233121777,0.025883459,0.962264151,0.754716981,0.018867925,0.075471698,0,7 Goed
990,Rimburg,Landgraaf,444,2,1.9,3,9.1,3.7,2.6,5,2.6,0,0.5,6.7,8.8,0,0,0.2,315,35,36,28,2.1,24,1,-99999999,-99999999,-99999999,-99999999,590.5090614,0,257.1709134,694.4960209,381.4846607,1840.583682,746.0996727,5000,912.1008288,894.7894324,0.05,0.640091116,0.125284738,0.150341686,0.079726651,0.110084388,0.100889845,0.023824367,0.842067631,0.652173913,0.086956522,0.043478261,0.043478261,8 Zeer goed
992,Abdissenbosch,Landgraaf,691,0,0.1,3.9,6.8,1.7,1.8,12,4.4,0,0.8,5.8,6.5,0,1.1,1,625,25,37,38,2.3,20,3,0,1,0,0,2436.433765,0,8.897208832,860.8003361,109.6419912,3247.415443,529.4561811,5000,396.0962783,652.6940461,0,0.1015625,0.513020833,0.153645833,0.223958333,0.960074534,0.306500011,0.163131312,1,0.421686747,0.072289157,0.024096386,0,6 Ruim voldoende
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.583866,0,78.03280062,238.5936838,236.5603953,3689.196877,1044.683452,5000,545.6794676,445.1279124,,0.099125364,0.667638484,0.189504373,0.040816327,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612.387386,0,139.7548848,1583.377672,219.9521482,1908.49482,982.9206288,5000,309.9224474,427.9206734,,0,0.820512821,0.06959707,0.10989011,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385.715404,612.2014363,96.31198812,915.7323128,103.1569749,4513.380769,1634.671439,5000,303.8716284,0,,0,0.441558442,0,0.441558442,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3589.996644,364.4261452,10.12588727,2401.308403,0,1054.284957,567.7788668,5000,112.7034254,452.6189368,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234.328983,741.443312,1.367269258,3001.255032,138.7046968,465.4859679,811.7487224,5000,69.36918872,0,,0.037037037,0.259259259,0.037037037,0.62962963,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2559.33629,0,33.15644324,1111.248108,52.07393134,2348.876414,891.2777015,5000,907.755373,145.426833,,0.150684932,0.164383562,0.034246575,0.390410959,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.661066,0,20.52069136,387.0933757,306.5377107,3069.387109,1103.223314,5000,910.7994898,691.8509358,,0.08411215,0.11682243,0.509345794,0.278037383,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2753.516719,0,122.8422651,1904.574971,173.8432054,2667.983459,522.9578397,5000,392.9388187,558.1638393,,0.134048257,0.64075067,0.018766756,0.09919571,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.674124,0,4.7041874,1836.552483,1.581389715,3112.927896,291.4550009,5000,433.4989296,845.4584789,,0,0.484375,0,0.07421875,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.838581,0,0,1654.014615,26.60682037,2429.301271,873.5593612,5000,570.1073145,965.9971263,,0.04784689,0.622009569,0.052631579,0.081339713,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684.934417,0,0,1768.217441,107.7856147,1817.631739,942.0606027,5000,56.68465529,1029.425635,,0.125,0,0.053571429,0.660714286,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.7226905,0,79.07766038,1149.705452,0,2447.305747,948.2937423,5000,1307.926629,332.346374,,0,0.071428571,0.642857143,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.4400414,0,102.062793,1648.158452,159.6765396,3076.677842,397.6028649,5000,855.0105598,114.5021807,,0.160363086,0.170196672,0.37065053,0.298789713,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.4683243,0,125.1938322,1656.171377,208.6378319,3112.622715,504.8112582,5000,812.6667119,239.5037723,,0.830769231,0.01025641,0.151282051,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.413767,0,34.79632913,1565.198793,55.88453194,2952.979816,617.9288845,5000,686.5563187,277.256965,,0.372093023,0,0.604651163,0.023255814,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2917.505602,0,29.63799303,1259.998373,125.2881982,3268.008891,1131.703795,5000,409.3498066,945.122925,,0.029972752,0.869209809,0.040871935,0.021798365,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3131.889559,0,107.4272968,2023.675148,105.9586484,3809.753842,1547.887882,5000,1112.90894,1743.835452,,0.631868132,0.366300366,0,0,,,,,,,,,
