,BU_NAAM,GM_NAAM,BEV_DICHTH,OPP_WATER,AV1_CAFE,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AV1_RESTAU,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,water,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,score
68,Leuken buitengebied,Weert,47,1,0,3.9,3.9,5.7,4,-99999999,1.9,0,1.3,3.2,20.1,0,0.1,0.2,70,28,28,44,2.7,5,1,-99999999,-99999999,-99999999,-99999999,2154.781085,28.01759164,0,1382.585017,188.4776811,3181.611924,3077.621545,5000,69.16996278,2148.382828,0,0.45,0.225,0.125,0.175,0.123602697,0.391951479,0.421462031,1,1,0,0,0,7 Goed
69,Kazernelaan,Weert,566,14,0.3,1.8,1.8,1.7,2.6,4,8.3,0.5,1.5,2.7,23.6,0.2,0.1,0.1,665,21,47,32,2.3,9,2,0,0,0,0,2657.060851,0,82.46783247,2345.070442,319.6150411,4130.052631,2326.46796,5000,165.5691611,1660.163778,0.05,0.301886792,0.320754717,0.094339623,0.094339623,0.300223858,1.34659067,0.608915521,1,0.181818182,0.402597403,0.012987013,0,9 Uitstekend
70,Industrieterrein Boshoverbeek-Lozerweg,Weert,38,6,0.2,2.2,2.2,1.3,2.6,-99999999,7.7,0.4,1.9,3,24,0,0,0.3,15,33,47,20,1.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,1455.449506,0,159.2699882,2848.056906,182.5174485,1699.131001,3359.057908,5000,320.4065119,2564.706176,0,0.063492063,0.523809524,0.214285714,0.198412698,0.397765149,0.844943165,0.095148025,1,0.92,0.04,0,0,8 Zeer goed
71,Altweerterheide,Weert,2306,0,2,4.2,4.2,4.1,4.9,4,0,0,3.1,5.1,24.9,0,1,0,250,22,36,42,2.4,8,1,-99999999,-99999999,-99999999,-99999999,3355.414252,207.430772,16.46234925,5000,149.3916506,5000,2757.21637,5000,349.0765379,2461.299545,0,0.5,0,0.5,0,0.071435295,0.10129398,0.133780416,1,0.386363636,0.166666667,0,0.007575758,8 Zeer goed
72,Moesel buitengebied,Weert,78,1,0.5,2.8,2.8,5,3.3,12,5.4,0,1.5,2.8,20.9,0.4,0.2,0.1,120,19,34,47,2.6,6,2,-99999999,-99999999,-99999999,-99999999,3847.640081,0,39.88869568,5000,105.260385,5000,558.110103,5000,228.0282507,1228.614781,0,0.068493151,0.534246575,0.109589041,0.219178082,0.074455253,0.043166826,0.060345983,0.5,0,0,0,0,9 Uitstekend
73,Graswinkel,Weert,3920,0,0.6,1.9,1.9,4.3,2.4,8,9.9,0.2,1.1,1.9,21.4,2.5,1.5,0.3,1070,28,30,42,2.4,10,9,2,1,0,1,3609.986532,73.04321066,0,5000,29.95213854,5000,511.374994,5000,59.87171614,1406.922833,0,0,1,0,0,0.007101912,6.484284898,0.48940494,1,0.061913696,0.157598499,0.00750469,0.001876173,7 Goed
74,Leuken,Weert,2930,0,1.4,2.8,2.8,5.4,2.8,6,7.4,1,0.4,2,20.2,0,1,0,1545,24,33,43,2.4,11,7,4,1,0,0,1490.17219,0,21.14513017,5000,16.8584287,1609.216246,927.2318691,5000,66.1475901,2815.799708,0,0.173913043,0.086956522,0.304347826,0.173913043,0.07041432,0.604621951,0.05222222,0.997316133,0.140243902,0.396341463,0.006097561,0,7 Goed
75,Industrieterrein Leuken,Weert,78,2,0,3.4,3.4,5.9,3.3,-99999999,4.3,0.6,1.1,2.5,21.1,0,0.5,0,30,24,33,42,2.5,4,0,-99999999,-99999999,-99999999,-99999999,976.4690504,215.6733571,26.05580175,2264.010651,101.3807257,777.7268187,830.9736045,5000,0,793.3660974,0,0.285714286,0.428571429,0,0.285714286,0.001952782,0.008329178,0.00537969,0.5,0,0,0,0,7 Goed
77,Keent,Weert,5096,0,3.9,0.9,0.9,2.7,1.7,12,11.7,2.5,0.3,1.8,22.5,2.4,1.5,4.9,2165,43,29,28,2,11,23,13,1,1,3,919.8760959,24.78350953,112.7415527,2668.464137,14.30019123,4014.821083,702.2006959,5000,477.0420516,601.0934193,0,0,0.220779221,0.090909091,0.012987013,0.15604697,0.115589685,0.001395512,0.499629901,0,0,0,0,6 Ruim voldoende
78,Keent buitengebied,Weert,175,0,1.1,2.2,2.2,3.3,2.9,-99999999,6.3,0.1,1.1,3,22.6,0.3,0.2,0,85,22,44,34,2.4,12,0,-99999999,-99999999,-99999999,-99999999,678.2384853,0,42.18808816,3025.664981,55.67753535,3572.866798,1287.405361,5000,503.8984254,0,0,0,0.8,0,0.12,0.055487457,0.013351483,0.027233682,0.38076701,0,0,0,0,9 Uitstekend
79,Moesel,Weert,4512,0,2.8,1.1,1.1,3.4,1.9,8,10.7,2,0.4,1.7,21.9,3.5,2.2,3.1,1660,33,34,34,2.2,10,16,9,1,0,3,3178.556527,0,60.09642457,4846.279509,49.29349034,5000,2327.662406,5000,270.608855,2397.396677,0,0.03030303,0.325757576,0.098484848,0.227272727,0.001389591,0.946852849,0.074510044,0.5,0,0,0,0,6 Ruim voldoende
80,Schin op Geul-Strucht,Valkenburg aan de Geul,826,2,2.3,0.7,9.9,4,2.5,4,1.4,0,0.5,9.9,9.9,0,0.9,2.5,510,28,38,34,2.2,10,1,0,0,0,0,1161.783279,238.495372,110.061304,3011.761697,196.0830705,3206.612618,274.0115388,5000,0,1176.360618,0,0,0,0,0,0.110491886,0.107187273,0.199111238,0.533797168,0,0,0,0,8 Zeer goed
81,Schoonbron,Valkenburg aan de Geul,406,1,1.7,0.8,9.4,4.4,2.1,-99999999,2,0,0.3,9.2,9.4,0,0.6,2.8,95,32,26,42,2.4,5,0,-99999999,-99999999,-99999999,-99999999,490.2591926,0,3.261061246,2246.42947,59.44699716,2812.774355,391.1371817,5000,406.7234546,524.5233302,0.01,0,0,0.005628518,0.061913696,0.025463775,0.164649035,0.03490187,0.393101076,0,0,0,0,7 Goed
82,Oud-Valkenburg,Valkenburg aan de Geul,215,4,1.1,1.8,11,2.7,2,-99999999,4.5,0,1.1,10.9,11,0,0,0.1,60,35,40,24,2,16,6,-99999999,-99999999,-99999999,-99999999,729.5430371,0,158.4984358,1782.591081,206.2809124,1379.503903,362.2296955,5000,277.3992349,573.830651,0,0.00304878,0.923780488,0.073170732,0,0.015607579,0.205048678,0,0.314135176,0,0,0,0,8 Zeer goed
84,Sint Gerlach,Valkenburg aan de Geul,949,1,4.5,0.4,8.1,2.8,2.2,6,2.3,0,1.9,8.4,8.8,0,1,0,470,40,33,27,2,10,2,0,0,0,0,697.8437353,0,63.47504065,1598.373372,69.75367465,1594.89557,60.58176586,5000,580.1704979,511.7342214,0,0,0,0,0,0.02276022,0.038580115,0.012870924,0.452276016,0,0,0,0,7 Goed
85,Vroenhof,Valkenburg aan de Geul,425,1,2,1.1,7.8,3.6,2.3,6,1.6,0,2,8.1,8.1,0,0.2,0,135,31,41,28,2.2,14,3,0,0,1,1,1346.846319,0,87.10176883,1002.96783,92.20006835,2034.845245,190.248692,5000,446.9458619,830.1439267,0.01,0,0,0,0,0.002059494,0.001832673,0,0.498966266,0,0,0,0,7 Goed
86,Strabeek,Valkenburg aan de Geul,390,0,1.2,1.2,9.1,1.6,2.3,-99999999,4.2,0.6,0.8,9.4,9.8,0,0.7,1,90,40,38,22,1.9,13,0,-99999999,-99999999,-99999999,-99999999,130.6349079,0,175.6067712,1339.809747,113.2916904,3431.345523,650.2117334,5000,1151.562433,321.1781694,0,0,0,0,0,0.125468757,0.233976693,0.036850153,0.71048046,0.714285714,0,0.023809524,0,8 Zeer goed
87,Broekhem-Plenkert,Valkenburg aan de Geul,1594,2,4.3,0.9,10,1,1.6,11,4,1.1,0.5,10.3,10.7,0.5,1.9,11.5,920,42,35,23,1.9,12,3,0,0,0,1,552.4196105,0,11.15510956,2018.156835,301.594519,3682.419122,523.0082646,5000,611.3063421,855.1689987,0.02,0,0,0,0,0.102154464,0.649154954,0.85101349,0.994056062,0.226277372,0.102189781,0.058394161,0.010948905,7 Goed
88,Stoepert,Valkenburg aan de Geul,1592,0,3.5,0.7,10.7,1.4,1.6,11,4.2,1,0.7,11,11.4,1,2.1,5.2,600,31,27,42,2.3,14,5,0,0,0,0,1599.321742,535.9483131,0,3074.976669,133.3895854,4060.191937,573.9121929,5000,1.482594973,1677.808226,0,0,0,0,0,0.543953256,0.229180689,0.056014433,0.989431651,0.35443038,0.208860759,0.012658228,0.012658228,6 Ruim voldoende
89,Emmaberg,Valkenburg aan de Geul,145,0,0,1.5,10.8,2,2.1,-99999999,5.1,0,1.6,10.9,10.8,0,0,1.1,90,38,41,21,2,16,1,-99999999,-99999999,-99999999,-99999999,2865.376846,507.6689857,77.23077172,1973.222765,152.8679909,2582.72381,1739.436181,5000,0,1764.701043,0,0,0,0,0,0.383699034,0.208742746,0.005952091,0.991646076,0.85,0,0.025,0.1,7 Goed
91,Swartbroek buitengebied,Weert,43,5,0.6,5.4,5.4,7.5,3.1,8,0.1,0,2.3,5.1,17.2,0,0.4,0.2,105,19,33,48,2.7,7,0,-99999999,-99999999,-99999999,-99999999,576.768083,0,38.84289397,301.5798583,258.4920309,236.4930434,638.1348181,5000,1177.246381,666.7287307,0,0,0,0,0,0.339600327,0.703150001,0.181886063,1,1,0,0,0,9 Uitstekend
92,Stramproy,Weert,2245,0,2.9,7.2,7.2,8.3,0.6,5,1,1.6,0.5,7.4,22.1,2.4,2,1.9,1900,27,36,37,2.3,13,2,1,0,0,0,318.0394447,0,0,578.3575331,74.12564598,140.7806156,393.1396684,5000,1400.145981,155.2049286,0,0,0,0,0,0.007049166,0.056206767,0.005614567,0.49746166,0,0,0,0,7 Goed
93,Stramproy buitengebied,Weert,64,3,1,8,8,9,1.8,4,0.9,0.4,1.6,8.3,22.4,0.3,0.2,0.5,235,17,32,52,2.7,14,1,-99999999,-99999999,-99999999,-99999999,13.17359493,0,155.495398,2598.745185,16.88274115,2299.956384,323.0265973,5000,434.3451991,3.658485004,0,0,0,0,0,0.010216275,0.101163311,0.100315336,0.997477968,0.568421053,0.115789474,0,0.021052632,7 Goed
94,Valkenburg,Valkenburg aan de Geul,1659,5,16.1,1,10.8,0.9,0.7,11,4.1,2,0.4,10.9,11.5,0.1,1,54.5,2145,47,30,23,1.8,14,4,0,0,0,1,316.6288111,336.8593637,237.6320546,3418.156026,210.1928566,3107.56202,151.2768248,5000,33.87467399,335.8040027,0,0,0,0,0,0.522366537,0.15854621,0.574160671,0.358741372,0,0,0,0,7 Goed
95,Verspreide huizen Voerendaal,Voerendaal,12,0,0.5,2.2,6.7,3.6,1.8,9,1.5,0.1,1.1,7.1,6.8,0,0.2,0.5,135,22,40,37,2.4,8,1,-99999999,-99999999,-99999999,-99999999,898.8554885,25.89009948,0,2539.838416,8.869729634,2247.848665,1346.393404,5000,119.6503489,665.6134583,0,0,0,0,0,0.110909359,0.101550586,0.033857673,0.360280833,0,0,0,0,9 Uitstekend
96,Boshoven-Vrakker,Weert,4617,0,1.8,2.9,2.9,3.2,2.3,7,7.5,0.9,0.5,2.9,24.3,1.4,1.4,1,2440,26,31,43,2.5,11,10,4,2,1,1,108.8985937,0,61.22260487,1553.986263,164.2970333,245.2047946,2929.638976,5000,112.2562504,359.9940889,0,0.238095238,0.30952381,0.238095238,0.214285714,0.15521361,0.13630755,0.491334162,0.498334416,0,0,0,0,6 Ruim voldoende
97,Oud-Boshoven,Weert,347,1,1.3,2.9,2.9,2.4,2.8,3,5.8,0.4,0.8,3.4,24.6,0.1,0.1,0.5,145,18,36,46,2.7,6,1,-99999999,-99999999,-99999999,-99999999,288.5279601,0,46.04846373,1045.915975,142.5061514,568.0107728,2325.696067,5000,518.1861265,322.457723,0,0.149635036,0.645985401,0.054744526,0.105839416,0.139883601,0.045947941,0.305395481,0.970498647,0.6,0,0,0,9 Uitstekend
98,Centrum-Noord,Weert,612,2,5,1.8,1.8,3.7,1.1,-99999999,12.6,0.3,0.9,1.7,23.1,0.4,0,4.8,100,17,25,59,3,7,2,-99999999,-99999999,-99999999,-99999999,188.1496928,0,106.906441,1393.579469,153.6165378,522.5866952,1708.664638,5000,255.9784938,420.3115851,0.01,0,0.272151899,0.670886076,0.018987342,0.154597059,0.360862956,0.098250295,0.999173682,0.157458564,0.298342541,0.041436464,0,9 Uitstekend
99,Retersbeek,Voerendaal,980,0,0.4,2.5,5.2,3.2,3,-99999999,0.2,0,2.4,7.4,5.6,0,0,1,30,9,33,58,2.9,10,0,-99999999,-99999999,-99999999,-99999999,1067.567316,0,35.11379017,2192.890068,56.30666051,857.0527092,812.4648882,5000,230.7500561,1224.551074,0,0.275,0.175,0.475,0.025,0.110909359,0.101550586,0.033857673,0.360280833,0,0,0,0,9 Uitstekend
100,Termaar,Voerendaal,2155,0,1.4,0.6,8,4.4,1.1,2,2,0,1.1,8.2,8,0,0.8,0.5,315,18,47,35,2.3,10,2,0,0,1,0,1726.381203,0,47.13956663,2887.727456,43.16238237,699.3108049,870.237662,5000,102.77735,1611.153691,0,0.583333333,0.416666667,0,0,0.110909359,0.101550586,0.033857673,0.360280833,0,0,0,0,8 Zeer goed
101,Weustenrade,Voerendaal,1907,0,1,2.8,5.4,3.4,3.3,-99999999,1,0,2.6,7.6,5.8,0,0,0.3,90,26,39,35,2.4,13,2,-99999999,-99999999,-99999999,-99999999,174.7662255,1171.633575,74.20508552,4176.808767,68.40642734,1157.38574,201.8461937,5000,127.5466408,1838.428325,0,0,0.75,0.25,0,0.529554187,0.484869254,0.084403119,0.480351321,0,0,0,0,9 Uitstekend
102,Ransdaal,Voerendaal,2280,0,2,0.5,7.5,4.2,0.4,3,2,0,0.4,7.7,7.5,0,1,1,390,24,42,34,2.3,9,1,-99999999,-99999999,-99999999,-99999999,1215.64857,184.5855904,25.7409508,2812.249635,3.76321888,3520.697979,117.3912422,5000,0,1250.581494,0,0,0,0,0,0.110874206,0.101676875,0.033846941,0.360325117,0,0,0,0,8 Zeer goed
104,Klimmen,Voerendaal,2241,0,1.5,1.8,8.1,4.3,0.5,5,1.9,1,0.4,8.3,8.1,0,0.7,0.9,800,29,39,33,2.2,11,2,1,0,0,0,5917.240401,0,115.0490236,5000,200.8266395,5000,732.2155818,5000,191.7006794,422.056238,0,0,0.157894737,0,0.273684211,0.110909359,0.101550586,0.033857673,0.360280833,0,0,0,0,8 Zeer goed
105,Craubeek,Voerendaal,1418,0,1.6,1.5,6.9,3.3,1.2,-99999999,1.5,0,1.3,7.1,6.9,0,0.8,0.7,80,21,39,39,2.4,4,2,-99999999,-99999999,-99999999,-99999999,4940.669258,449.7766216,21.24478976,5000,21.07213564,61.72970915,1716.734052,5000,43.08863035,1381.609898,0,0,0,0,0,0.110748788,0.101403565,0.033808655,0.360483114,0,0,0,0,9 Uitstekend
109,Ubachsberg,Voerendaal,2508,0,3,4.1,5.9,3.6,3.5,5,1.1,0,0.3,3.4,5.7,0,1,2.2,620,25,43,32,2.2,12,2,0,0,0,0,3376.302032,0,23.84396734,5000,129.8391431,5000,263.0308481,5000,34.05306124,256.3073507,0.11,0,0,0,0,0.110909359,0.101550586,0.033857673,0.360280833,0,0,0,0,9 Uitstekend
111,Biest,Weert,3608,2,18,1.7,1.7,4.3,1.2,6,12.1,1.4,0.3,0.9,21.7,2.7,1.4,11.6,965,33,34,34,2.2,13,11,5,0,0,3,6075.28486,369.5654508,0,5000,1.061998617,5000,2524.88784,5000,157.7474369,1840.007445,0,0,0,0,0,0.501898687,0.024239131,0.007637009,0.999535228,0.098823529,0.136470588,0,0.004705882,6 Ruim voldoende
112,Groenewoud-Noord,Weert,4983,2,1.5,2.2,2.2,4.8,1.9,8,10.9,0.3,0.6,1.2,21,1.4,0.8,0,950,39,33,28,2,12,23,15,1,1,4,862.2419139,0,31.86326577,2024.067836,78.41816437,1706.697169,836.6710946,5000,192.396343,1260.989513,0,0,0.6,0.2,0,0.003862049,0.477758901,0.044303332,0.999650264,0.091428571,0.362857143,0.005714286,0.005714286,6 Ruim voldoende
113,Groenewoud-Zuid,Weert,3817,0,9.9,1.4,1.4,4,1.6,8,11.2,2.8,0.3,0.7,21,2.3,1,9,1050,39,35,26,2,10,11,6,1,0,1,636.9522664,0,87.77888007,1082.248645,81.54962247,2798.487659,428.6261753,5000,1112.978989,78.31042622,0,0.20718232,0.309392265,0.196132597,0.107734807,0.384911774,1.175011854,0.70216427,1,0.253521127,0.112676056,0.014084507,0,6 Ruim voldoende
114,Fatima,Weert,5790,1,17.6,0.8,0.8,2.9,0.7,9,13,2.6,0.6,1.2,22.4,1.6,1.1,24.1,1030,41,28,31,2,12,14,5,1,0,3,835.4026982,0,14.78315593,881.0477358,61.12739382,2215.444962,899.162441,5000,1290.679873,548.2128534,0,0,0,0,0,0.126218279,0.107452121,0.049078219,1.000018631,0.14511041,0.416403785,0.003154574,0.003154574,6 Ruim voldoende
117,Weert-Centrum,Weert,5368,1,29.7,0.8,0.8,3.3,0.5,10,13,4.1,0.2,0.7,22,3.4,1.4,32.2,1510,63,30,7,1.4,12,5,1,1,0,0,1112.776528,0,126.6730581,1044.416788,234.4350962,1565.437834,231.1820638,5000,904.9135661,254.4150193,0,0,0,0,0,0.003522137,0.012019488,0.004252001,0.5,0,0,0,0,7 Goed
118,Maaspoort,Weert,3387,0,26.7,0.8,0.8,3.5,1,6,12.4,4.5,0.2,0.5,21.5,3.3,1.3,29.6,620,43,36,21,1.9,11,4,1,1,0,1,912.7797542,0,12.34379019,1063.55625,132.2954509,1948.90819,614.2931786,5000,1276.260945,399.5838222,0.01,0,0,0,0,0.077711012,0.03574851,0.25705715,0.996671075,0.182857143,0.085714286,0.002857143,0.002857143,7 Goed
119,Laar buitengebied,Weert,110,0,0.5,4.2,4.2,5.3,3.1,3,2.8,0,2.8,3.9,24.1,0.5,0.5,0,120,21,38,42,2.6,4,1,-99999999,-99999999,-99999999,-99999999,262.885192,0,53.76347364,1254.59805,53.54200971,3273.704274,657.8976855,5000,1268.265609,210.468149,0.02,0,0,0,0,0.053827097,0.116633551,0.037150915,0.495953706,0,0,0,0,8 Zeer goed
120,Hulshoven buitengebied,Weert,78,0,0.3,3.4,3.4,4.9,2.6,-99999999,5,0,2,3.2,24.5,0.1,0.1,0,55,11,46,44,2.9,6,0,-99999999,-99999999,-99999999,-99999999,709.3861211,0,168.5777181,936.6754722,434.0541418,473.1642754,186.3993276,5000,1140.017617,247.5459808,0,0,0,0,0,0.120491062,0.342786723,2.326356855,0.5,0,0,0,0,9 Uitstekend
121,Laarveld,Weert,646,0,0.3,3.1,3.1,4.5,2.3,3,6.3,0,1.5,2.9,24.2,0.2,0.2,0,145,16,42,42,2.6,7,2,-99999999,-99999999,-99999999,-99999999,257.9443488,0,272.3015033,1920.246553,336.5472401,1415.643159,1380.136965,5000,490.9016585,0,0,0,0,0,0,0.040057098,0.008850905,0.041974954,0.958916669,0.222222222,0.148148148,0.148148148,0.074074074,9 Uitstekend
122,Molenakker,Weert,3168,4,4.1,2.2,2.2,4.5,1.5,2,11.3,0.9,1.2,1.8,22.7,1.8,1.5,2.2,1195,19,31,50,2.7,8,5,1,1,0,1,172.9768231,21.6927593,99.51649255,2226.601601,52.1121264,1916.145978,1886.127166,5000,158.391016,12.52391399,0,0,0,0,0,0.041745988,0.047501114,0.091048583,1,0.342105263,0.236842105,0,0,9 Uitstekend
123,Boshoven buitengebied,Weert,11,9,0.5,4.2,4.5,3.8,4.1,-99999999,1.7,0.1,2.2,4.7,25.2,0.3,0.3,0.8,55,39,34,27,2.1,14,0,-99999999,-99999999,-99999999,-99999999,49.70832426,0,249.0315932,2308.694916,46.10653835,1850.061319,1821.26952,5000,261.9860599,0,0,0,0,0,0,14.28959368,0.832308553,2.845224771,0.5,0,0,0,0,8 Zeer goed
125,Laar,Weert,2992,0,1,3.9,3.9,5.5,3.1,5,4.6,0,2.6,3.5,23.9,1,1,0,265,23,33,44,2.5,7,2,0,0,0,0,456.0348784,0,75.12552656,1791.914639,49.40170479,1504.313558,1321.925772,5000,227.014528,0,0,0,0,0,0,0.053827097,0.116633551,0.037150915,0.495953706,0,0,0,0,9 Uitstekend
126,Hushoven,Weert,1157,0,0,2.9,2.9,4.3,2.1,-99999999,7.6,0.2,1.3,2.7,24.1,0.2,0.2,0,70,17,38,45,2.6,8,2,-99999999,-99999999,-99999999,-99999999,8.48960702,0,109.977409,2200.140008,13.15037559,1968.763054,400.3348426,5000,722.9927956,8.913280882,0,0,0,0,0,0.16476801,1.156839584,0.28720534,1,1,0,0,0,8 Zeer goed
127,Landweert,Venray,4471,0,0.6,2.2,24.9,2.6,2.1,6,3.1,1.3,0.5,3,25.1,1.7,3.9,0,2600,26,29,46,2.5,12,8,1,0,1,2,482.7264302,0,104.2289631,1043.032646,314.1823014,1049.617881,870.2573698,5000,1123.103679,224.0427183,0.03,0,0,0,0,0.00154888,0.024589585,0.078944424,0.5,0,0,0,0,6 Ruim voldoende
128,Smakterheide,Venray,265,0,2.2,3.2,25.5,1.9,1.5,9,4,1.1,1,2.3,26,3.3,2.7,1.8,320,31,31,38,2.3,11,4,0,0,0,1,215.1391437,0,26.83082743,265.3978036,74.70563949,152.1046235,676.2563548,5000,1536.593328,284.1320184,0,0,0,0,0,0.385696833,0.199494629,0.014774516,1,0.507246377,0.057971014,0.101449275,0,7 Goed
129,Brabander,Venray,337,0,0.2,4.2,25.6,1.9,1.6,4,3.7,0.1,1.4,1.9,26.6,0.2,0.5,0.3,475,12,32,57,2.9,6,4,2,0,1,1,835.4026982,0,14.78315593,881.0477358,61.12739382,2215.444962,899.162441,5000,1290.679873,548.2128534,0,0,0.018823529,0.910588235,0.028235294,0.021169838,0.002249138,0.096950144,0.999787982,0.343859649,0.052631579,0.126315789,0.007017544,9 Uitstekend
130,Sint Antoniusveld,Venray,3402,0,0.9,1.6,24.3,2.5,2.1,4,3.6,0.9,0.9,2.9,24.5,0,1.2,0.4,590,18,27,55,2.8,10,8,2,0,1,1,1112.776528,0,126.6730581,1044.416788,234.4350962,1565.437834,231.1820638,5000,904.9135661,254.4150193,0,0.005714286,0.94,0.002857143,0.048571429,0.000806681,0.031702437,0.069913156,1,0.349282297,0.421052632,0.007177033,0.011961722,7 Goed
131,Venray-West,Venray,5377,0,11.2,3.5,24.4,0.7,0.6,8,4,3.5,0.5,1.1,25.5,1.1,1.6,13.2,1810,46,32,23,1.9,13,10,2,1,0,4,912.7797542,0,12.34379019,1063.55625,132.2954509,1948.90819,614.2931786,5000,1276.260945,399.5838222,0,0.028169014,0.253521127,0.014084507,0.169014085,0.109455642,0.328776661,0.096832377,0.997711864,0.427835052,0.213917526,0.00257732,0.00257732,6 Ruim voldoende
132,Vlakwater,Venray,327,0,1.9,4.5,24.1,1.4,1.3,1,2.9,0.3,1.2,0.8,26.2,0,0.4,1.4,340,20,50,30,2.3,10,2,0,0,0,0,262.885192,0,53.76347364,1254.59805,53.54200971,3273.704274,657.8976855,5000,1268.265609,210.468149,0.01,0.299684543,0.211356467,0.23659306,0.050473186,0.051728057,1.794785898,0.254922792,0.976190476,0.952380952,0,0,0,8 Zeer goed
133,Veltum,Venray,3064,0,1.8,4.3,23.2,1.2,1.5,6,2.6,2.8,0.5,1.7,25.3,0.8,1.6,2.5,1730,29,41,30,2.2,9,11,1,1,1,5,520.8032406,0,45.75968754,1600.651535,179.3991548,1896.358605,184.3484965,5000,704.7106482,246.2815476,0,0,0,0,0,1.324683838,618.3972672,19.4729642,1,0.733766234,0.199134199,0.012987013,0,6 Ruim voldoende
134,Brukske,Venray,4909,0,0.2,2.2,24.6,2.5,2.2,13,3.8,0.9,0.8,3.1,24.8,1.3,1.2,0.4,2020,31,24,46,2.4,16,32,8,1,2,11,2089.071413,0,27.80915252,147.2319148,45.3935206,1690.351812,212.648039,5000,239.065834,317.1986736,0,0,0,0,0,0.059665942,0.508437409,0.095202968,0.984993478,0.130733945,0.472477064,0.009174312,0.006880734,3 Onvoldoende
136,Maalbeek,Venlo,22,6,0,4.2,9.7,5.1,2.2,-99999999,1,0,2.1,8.6,10,0,0,0,90,37,33,30,2.2,9,2,-99999999,-99999999,-99999999,-99999999,1950.08363,110.8663003,69.24081494,492.2836367,87.32155211,1855.366837,83.97863691,5000,0,922.213489,0,0,0,0,0,0.548905577,0.803802312,0.305386615,1,1,0,1,0,6 Ruim voldoende
137,Venray-Centrum,Venray,3925,0,13.4,3.2,24.4,0.9,0.5,7,4,3.6,0.2,1.3,25.2,2,2.5,15,1035,56,32,12,1.6,12,6,0,0,0,3,557.6356794,0,177.2176965,930.6912846,376.3735684,2634.561919,1164.20142,5000,1341.534255,722.406658,0.03,0.245714286,0.045714286,0.057142857,0.051428571,0.115703348,0.074988622,0.139508668,0.989351238,0.083009079,0.055771725,0.031128405,0.007782101,6 Ruim voldoende
138,Venray-Oost,Venray,3826,0,10.5,2.8,24.6,1.3,0.9,7,4,2.8,0.5,1.8,25,2.8,3.1,12.5,1390,41,34,25,2,9,7,3,0,1,2,287.715632,0,251.3043172,1134.602825,257.0653264,3056.229772,1008.451851,5000,1402.955731,681.2888303,0,0,0,0,0,0.392856048,0.099724189,0.071006636,0.99216003,0.245967742,0.241935484,0.004032258,0.004032258,6 Ruim voldoende
140,Aan de Stuw,Venlo,252,12,0.4,2.5,6.8,2,1.6,-99999999,3.5,0.3,1.2,5.6,7,0.1,0.1,0.4,50,27,31,41,2.6,19,2,-99999999,-99999999,-99999999,-99999999,2264.24562,738.9722676,142.8846751,1977.147777,183.8869739,528.4231275,931.4522151,5000,0,2187.930756,0,0,0,0,0,0.180137022,0.094359519,0.008759287,1,0.15,0.05,0,0,8 Zeer goed
143,Blitterswijck,Venray,173,33,0.9,7.7,21.6,9.8,8.9,5,0.9,0,0.9,11.1,20.7,0.9,0.9,1.1,440,25,37,38,2.4,8,3,0,0,0,0,2226.853554,0,0,969.1584075,286.9496329,1453.077396,630.4259222,5000,15.36716193,1400.650237,0.01,0.185185185,0,0.074074074,0.740740741,0.109998157,0.136112654,0.058013102,0.933635667,0.649122807,0.140350877,0.01754386,0.040935673,7 Goed
144,Voerendaal,Voerendaal,3274,1,4.3,0.9,4.7,0.8,0.5,5,1,2,0.4,5.2,4.9,0.3,0.5,3.4,1345,29,35,36,2.2,13,3,0,0,0,0,1911.910365,0,40.95279255,359.8260967,45.41896978,1953.901517,192.8586093,5000,224.7141901,551.9029187,0,0.087719298,0.01754386,0,0.464912281,0.088851383,0.026519201,0.009266629,0.993112948,0.110192837,0.137741047,0.005509642,0.013774105,8 Zeer goed
146,Kunrade,Voerendaal,2925,0,3.2,1.5,4.1,0.9,1.2,5,1.1,0.3,0.4,4.2,4.1,0.7,0.6,2.6,1525,28,37,35,2.2,11,2,0,0,0,0,679.6691089,1347.619038,20.69740477,3858.228633,0,1684.730868,1605.858387,5000,90.91162357,1564.147106,0,0,0,0,0,0.288519919,0.226365514,0.079867881,0.843671952,0.281938326,0.140969163,0.008810573,0,8 Zeer goed
147,Veulen,Venray,51,0,0.5,7.6,22.4,6.2,6.3,7,0,0,1.6,6.7,23,0,0.5,0,185,22,31,47,2.8,5,1,-99999999,-99999999,-99999999,-99999999,765.5292657,1130.968409,62.08267357,3828.64616,145.7153154,2368.883979,2156.281207,5000,3.323365641,806.7127551,0,0,0,0,0,0.042732617,0.154673228,0.831516878,1,0.6,0,0,0.2,6 Ruim voldoende
